Hungarian,Finnish,Greek,Russian,Sanskrit,German,Nahuatl,Spanish,Italian,French,Irish,Welsh,English,Chinese,Vietnamese,Japanese,Korean,Tibetan,Thai,Indonesian,Turkish,Swahili,Hindi,Iti,Ifi,French2,French3,Frnch,French4,Flinch
könyvelő,kirjanpitäjä,λογιστής,бухгалтер,,buchhalter,,contador,contabile,comptable,cuntasóir,gyfrifydd,accountant,會計,viên kế toán,会計士,회계사,,นักบัญชี,akuntan,muhasebeci,mhasibu,लेखाकार,,,,,,,
tanár,opettaja,δάσκαλος,учитель,,lehrer,,profesor,insegnante,prof,múinteoir,athrawes,teacher,老師,cô giáo,教師,선생님,,ครู,guru,öğretmen,mwalimu,टीचर,,,,,,,
professzor,professori,καθηγητής,профессор,,professor,,profesor,professore,professeur,ollamh,athro,professor,教授,giáo sư,教授,교수,,ศาสตราจารย์,profesor,profesör,profesa,प्राध्यापक,,,,,,,
programozó,ohjelmoija,προγραμματιστής,программист,,programmierer,,programador,programmatore,programmeur,ríomhchláraitheoir,raglennydd,programmer,程序員,lập trình viên,プログラマー,프로그램 제작자,,โปรแกรมเมอร์,programmer,programcı,programu,प्रोग्रामर,,,,,,,
politikus,poliitikko,πολιτικός,политик,,politiker,,político,politico,politicien,polaiteoir,wleidydd,politician,政治家,chính trị gia,政治家,정치가,,นักการเมือง,politikus,politikacı,mwanasiasa,राजनेता,,,,,,,
fogorvos,hammaslääkäri,οδοντίατρος,дантист,,zahnarzt,,dentista,dentista,dentiste,fiaclóir,deintyddion,dentist,牙醫,bác sĩ nha khoa,歯医者,치과 의사,,ทันตแพทย์,dokter gigi,diş doktoru,daktari wa meno,डेंटिस्ट,,,,,,,
miniszterelnök,pääministeri,πρωθυπουργός,премьер-министр,,premierminister,,primer ministro,primo ministro,premier ministre,príomh-aire,prif weinidog,prime minister,總理,thủ tướng,首相,총리,,นายกรัฐมนตรี,perdana menteri,başbakan,waziri mkuu,प्रधानमंत्री,,,,,,,
segéd,avustaja,βοηθός,помощник,,assistent,,asistente,assistente,assistant,cúntóir,chynorthwywyr,assistant,助手,phụ tá,アシスタント,어시스턴트,,ผู้ช่วย,asisten,asistan,msaidizi,सहायक,,,,,,,
főügyész,syyttäjä,κατήγορος,прокурор,,staatsanwalt,,fiscal,procuratore,procureur,ionchúisitheoir,erlynydd,prosecutor,檢察官,công tố viên,検察官,수행자,,อัยการ,jaksa,savcı,mwendesha mashtaka,अभियोजक,,,,,,,
gyakornok,työharjoittelija,κρατώ,стажер,,praktikum,,interno,stagista,interne,intéirneach,manteisiol,intern,實習生,thực tập,インターン,인턴,,ฝึกงาน,magang,stajyer,intern,इंटर्न,,,,,,,
könyvtáros,kirjastonhoitaja,βιβλιοθηκάριος,библиотекарь,,bibliothekar,,bibliotecario,bibliotecario,bibliothécaire,leabharlannaí,lyfrgellydd,librarian,圖書館員,thủ thư,司書,사서,,บรรณารักษ์,pustakawan,kütüphaneci,maktaba,लाइब्रेरियन,,,,,,,
tanácsadó,konsultti,σύμβουλος,консультант,,berater,,consultor,consulente,consultant,comhairleoir,ymgynghorydd,consultant,顧問,tư vấn,コンサルタント,컨설턴트,,ที่ปรึกษา,konsultan,danışman,mshauri,सलाहकार,,,,,,,
farmer,viljelijä,αγρότης,фермер,,bauer,,agricultor,contadino,fermier,feirmeoir,ffermwyr,farmer,農民,nông phu,農家,농장주,,ชาวนา,petani,çiftçi,mkulima,किसान,,,,,,,
kamionsofőr,rekkakuski,οδηγός φορτηγού,водитель грузовика,,lkw-fahrer,,camionero,camionista,camionneur,tiománaí leoraí,gyrrwr lori,lorry driver,貨車司機,lái xe tải,大型トラックの運転手,트럭 드라이버,,คนขับรถบรรทุก,sopir truk,kamyon şoförü,dereva wa lori,लॉरी ड्राइवर,,,,,,,
mozdonyvezető,veturinkuljettaja,οδηγος τρενου,машинист,,zugführer,,conductor de tren,macchinista,conducteur de train,tiománaí traenach,gyrrwr trên,train driver,火車司機,người lái tàu hỏa,電車の運転手,기관사,,คนขับรถไฟ,masinis,makinist,dereva wa treni,ट्रेन चालक,,,,,,,
hentes,lihakauppias,σφάζω,мясник,,metzger,,carnicero,macellaio,boucher,búistéir,bwtsierid,butcher,屠夫,người bán thịt,肉屋,푸줏간,,คนขายเนื้อ,tukang daging,kasap,mchinjaji,कसाई,,,,,,,
építőipari munkás,rakennustyöläinen,εργάτης οικοδομής,строитель,,bauarbeiter,,obrero,operaio edile,ouvrier du batiment,oibrí tógála,gweithiwr adeiladu,construction worker,建築工人,công nhân xây dựng,建設労働者,건설 노동자,,คนงานก่อสร้าง,pekerja konstruksi,inşaat işçisi,mjenzi,निर्माण मजदूर,,,,,,,
asztalos,puuseppä,ξυλουργός,плотник,,tischler,,carpintero,falegname,charpentier,siúinéir,saer,carpenter,木匠,thợ mộc,大工,목수,,ช่างไม้,tukang kayu,marangoz,seremala,बढ़ई,,,,,,,
villanyszerelő,sähköasentaja,ηλεκτρολόγος,электрик,,elektriker,,electricista,elettricista,électricien,leictreoir,trydanwr,electrician,電工,thợ điện,電気技師,전공,,ช่างไฟฟ้า,montir listrik,elektrikçi,umeme,इलेक्ट्रीशियन,,,,,,,
vízvezeték-szerelő,putkimies,υδραυλικός,водопроводчик,,klempner,,fontanero,idraulico,plombier,pluiméir,blymwyr,plumber,水管工,thợ sửa ống nước,配管工,배관공,,ช่างประปา,tukang ledeng,su tesisatçısı,fundi,प्लम्बर,,,,,,,
szerelő,mekaaninen,μηχανικός,механик,,mechaniker,,mecánico,meccanico,mécanicien,meicneoir,mecanig,mechanic,機械,công nhân cơ khí,メカニック,정비공,,ช่างเครื่อง,montir,tamirci,mechanic,मैकेनिक,,,,,,,
takarító,siivooja,καθαριστής,очиститель,,reiniger,,limpiador,più pulito,nettoyeur,glantóír,glanhawr,cleaner,清潔工,sạch hơn,クリーナー,청소기,,เครื่องทำความสะอาด,pembersih,temizleyici,safi,क्लीनर,,,,,,,
kertész,puutarhuri,κηπουρός,садовник,,gärtner,,jardinero,giardiniere,jardinier,garraíodóir,garddwr,gardener,園丁,người làm vườn,庭師,정원사,,คนทำสวน,tukang kebun,bahçıvan,bustani,माली,,,,,,,
horgász,kalastaja,ψαράς,рыбак,,fischer,,pescador,pescatore,pêcheur,iascaire,pysgotwr,fisherman,漁夫,ngư dân,漁師,어부,,ชาวประมง,nelayan,balıkçı,mvuvi,मछुआरे,,,,,,,
rendőr,poliisi,αστυνομικός,полицейский,,polizist,,policía,poliziotto,policier,póilín,blismyn,policeman,警察,cảnh sát,警官,경관,,ตำรวจ,polisi,polis,polisi,पुलिसवाला,,,,,,,
tűzoltó,palomies,πυροσβέστης,пожарный,,feuerwehrmann,,bombero,pompiere,pompier,comhraiceoir tine,diffoddwr tân,firefighter,消防隊員,lính cứu hỏa,消防士,소방관,,นักดับเพลิง,petugas pemadam kebakaran,itfaiyeci,mzima moto,अग्निशमन,,,,,,,
ápoló,sairaanhoitaja,νοσοκόμα,медсестра,,krankenschwester,,enfermero,infermiera,infirmière,altra,nyrsio,nurse,護士,y tá,看護婦,간호사,,พยาบาล,perawat,hemşire,muuguzi,नर्स,,,,,,,
pilot,lentäjä,πιλότος,пилот,,pilot,,piloto,pilota,pilote,píolóta,lywia ’,pilot,飛行員,phi công,パイロット,조종사,,นักบิน,pilot,pilot,pilot,पायलट,,,,,,,
stewardess,lentoemäntä,τροφοδότης,стюардесса,,stewardess,,azafata,hostess,hôtesse,óstach,stiwardes,stewardess,空中小姐,tiếp viên hàng không,スチュワーデス,스튜어디스,,พนักงานเสิร์ฟ,pramugari,hostes,mwangalizi,भंडारिन,,,,,,,
bába,kätilö,μαία,акушерка,,hebamme,,partera,ostetrica,sage-femme,bean chabhrach,fydwraig,midwife,助產士,nữ hộ sinh,助産師,산파,,ผดุงครรภ์,bidan,ebe,mkunga,दाई,,,,,,,
főzés,kokki,μάγειρας,готовить пищу,,koch,,cocinero,cucinare,cuisinier,cócaire,goginia ’,cook,廚師,đầu bếp,料理,요리하다,,ทำอาหาร,memasak,pişirmek,kupika,कुक,,,,,,,
pincér,tarjoilija,σερβιτόρος,официант,,kellner,,mesero,cameriere,garçon,freastalaí,gweinyddwyr,waiter,服務員,nam phục vụ,ウェイター,웨이터,,บริกร,pelayan,garson,mhudumu,वेटर,,,,,,,
szabó,räätälöidä,ράφτης,портной,,schneider,,sastre,sarto,tailleur,táilliúr,theilwra ’,tailor,裁縫,thợ may,仕立て屋,재단사,,ช่างตัดเสื้อ,penjahit,terzi,tailor,दर्जी,,,,,,,
pénztár,kassa,ταμίας,касса,,kassierer,,cajero,cassiere,caissière,airgeadóir,diurddych,cashier,出納員,thu ngân,レジ,출납원,,แคชเชียร์,kasir,kasiyer,cashier,कैशियर,,,,,,,
recepciós,vastaanottovirkailija,υπεύθυνος υποδοχής,регистратор,,rezeptionist,,recepcionista,addetto alla reception,réceptionniste,fáilteoir,nerbynnydd,receptionist,接待員,nhân viên tiếp tân,受付,접수 원,,พนักงานต้อนรับ,resepsionis,resepsiyonist,mapokezi,रिसेप्शनिस्ट,,,,,,,
látszerész,optikko,διοπτροτέχνης,оптик,,optiker,,óptico,ottico,opticien,radharceolaí,optegydd,optician,眼鏡師,bác sĩ nhãn khoa,眼鏡学者,안경도,,ช่างแว่นตา,ahli kacamata,gözlükçü,daktari wa macho,प्रकाशविज्ञानशास्री,,,,,,,
katona,sotilas,στρατιώτης,солдат,,soldat,,soldado,soldato,soldat,saighdiúir,milwr,soldier,士兵,binh sĩ,兵隊,군인,,ทหาร,tentara,asker,askari,सिपाही,,,,,,,
buszsofőr,bussikuski,οδηγός λεωφορείου,водитель автобуса,,busfahrer,,conductor de autobús,autista,conducteur de bus,tiománaí bus,gyrrwr bws,bus driver,公車司機,tài xế xe buýt,バス運転手,버스 기사 님,,คนขับรถบัส,supir bis,otobüs şöförü,dereva wa basi,बस का संचालक,,,,,,,
testőre,henkivartija,σωματοφύλακας,телохранитель,,leibwächter,,guardaespaldas,guardia del corpo,garde du corps,garda cosanta,corff -warchodwr,bodyguard,保鏢,bộ phận vệ sĩ,ボディーガード,친위대,,ผู้คุ้มกัน,pengawal,koruma,mlinzi,अंगरक्षक,,,,,,,
pap,pappi,παπάς,священник,,priester,,sacerdote,sacerdote,prêtre,sagart,offeiriaid,priest,牧師,thầy tu,祭司,성직자,,นักบวช,pendeta,rahip,kuhani,पुजारी,,,,,,,
fényképész,valokuvaaja,φωτογράφος,фотограф,,fotograf,,fotógrafo,fotografo,photographe,grianghrafadóir,ffotograffydd,photographer,攝影師,nhiếp ảnh gia,写真家,사진 작가,,ช่างภาพ,juru potret,fotoğrafçı,mpiga picha,फ़ोटोग्राफ़र,,,,,,,
bíró,tuomari,διαιτητής,рефери,,schiedsrichter,,árbitro,arbitro,arbitre,réiteoir,dyfarner,referee,裁判,trọng tài,審判,심판,,ผู้ตัดสิน,wasit,hakem,mwamuzi,रेफरी,,,,,,,
riporter,reportteri,δημοσιογράφος,репортер,,reporter,,reportero,reporter,journaliste,tuairisceoir,ohebwyr,reporter,記者,phóng viên,記者,보고자,,ผู้สื่อข่าว,reporter,muhabir,mwandishi,रिपोर्टर,,,,,,,
színész,näyttelijä,ηθοποιός,актер,,darsteller,,actor,attore,acteur,aisteoir,actor,actor,演員,diễn viên,俳優,배우,,นักแสดงชาย,aktor,aktör,mtaalam,कर्ता,,,,,,,
táncosnő,tanssija,χορεύτρια,танцовщица,,tänzer,,bailarín,ballerino,danseur,rinceoir,ddawnswyr,dancer,舞蹈家,vũ công,踊り子,춤추는 사람,,นักเต้น,penari,dansçı,mchezaji,नर्तकी,,,,,,,
edge,reuna,άκρη,край,,"kante, rand",,borde,bordo,bord,imeall,het,edge,邊緣,bờ rìa,縁,가장자리,,ขอบ,tepian,kenar,makali,किनारे,,,,,,,
sarok,kulma,γωνία,угол,,ecke,,esquina,angolo,coin,coirnéal,gornela ’,corner,角落,góc phố,コーナー,모서리,,มุม,sudut,köşe,kona,कोने,,,,,,,
center,keskusta,κέντρο,центр,,center,,centro,centro,centre,lár,nghanolfan,center,中央,trung tâm,中心,센터,,ศูนย์กลาง,tengah,merkez,kituo,बीच,,,,,,,
point,kohta,σημείο,точка,,punkt,,punto,punto,point,pointe,phwyntia ’,point,點,điểm,点,가리키다,,จุด,titik,nokta,hatua,पाइंट,,,,,,,
vonal,linja,γραμμή,линия,,linie,,línea,linea,ligne,líne,leinia,line,線,đường kẻ,ライン,라인,,ไลน์,garis,astar,mstari,लकीर,,,,,,,
hurok,silmukka,βρόχος,петля,,schleife,,círculo,ciclo continuo,boucle,lúb,dolen,loop,環,vòng,ループ,고리,,วง,lingkaran,döngü,kitanzi,लूप,,,,,,,
felszíni,pinta-,επιφάνεια,поверхность,,auftauchen,,superficie,superficie,surface,dromchla,wyneb,surface,表面,bề mặt,水面,표면,,พื้นผิว,permukaan,yüzey,uso,सतह,,,,,,,
alakzat,muoto,σχήμα,форма,,gestalten,,forma,forma,forme,cruth,siapid,shape,形狀,hình dạng,形,모양,,รูปร่าง,membentuk,şekil,sura,आकार,,,,,,,
kört,ympyrä,κύκλος,круг,,kreis,,círculo,cerchio,cercle,ciorcal,cylchred,circle,圓圈,vòng tròn,サークル,원,,วงกลม,lingkaran,daire,mzunguko,वृत्त,,,,,,,
háromszög,kolmio,τρίγωνο,треугольник,,dreieck,,triángulo,triangolo,triangle,triantán,triongl,triangle,三角形,tam giác,三角形,삼각형,,สามเหลี่ยม,segi tiga,üçgen,pembetatu,त्रिभुज,,,,,,,
négyzet,neliö-,τετράγωνο,площадь,,quadrat,,cuadrado,quadrato,carré,cearnóg,sgwariant,square,正方形,quảng trường,四角,정사각형,,สี่เหลี่ยม,persegi,meydan,mraba,वर्गाकार,,,,,,,
téglalap,suorakulmio,ορθογώνιο παραλληλόγραμμο,прямоугольник,,rechteck,,rectángulo,rettangolo,rectangle,dronuilleog,betryal,rectangle,矩形,hình chữ nhật,矩形,직사각형,,สี่เหลี่ยมผืนผ้า,persegi panjang,dikdörtgen,mstatili,आयताकार,,,,,,,
ball,pallo,μπάλα,мяч,,ball,,bola,sfera,balle,liathróid,phelen,ball,球,trái bóng,玉,공,,ลูกบอล,bola,top,mpira,बॉल,,,,,,,
csomó,köyde,μάζα,ком,,Klumpen,,bulto,pezzo,masse,cnap,lwmp,lump,塊,cục bướu,塊,덩어리,,ก้อน,gumpalan,topak,donge,पिंड,,,,,,,
kocka,kuutio,κύβος,куб,,würfel,,cubo,cubo,cube,ciúb,chiwbion,cube,立方體,khối lập phương,キューブ,입방체,,ลูกบาศก์,kubus,küp,mchemraba,घन,,,,,,,
csomó,solmu,κόμπος,морской узел,,knoten,,nudo,nodo,noeud,snaidhm,clymant,knot,結,nút thắt,結び目,매듭,,ปม,simpul,düğüm,knot,गांठ,,,,,,,
idő,aika,χρόνος,время,,zeit,,hora,tempo,temps,am,hamser,time,時間,thời gian,時間,시각,,เวลา,waktu,zaman,wakati,समय,,,,,,,
hely,paikka,θέση,место,,platz,,lugar,luogo,endroit,áit,rhoesit,place,地方,nơi,場所,장소,,สถานที่,tempat,yer,mahali,प्लेस,,,,,,,
tér,tilaa,χώρος,космос,,platz,,espacio,spazio,espace,spás,gofod,space,空間,không gian,スペース,우주,,ช่องว่าง,ruang angkasa,uzay,nafasi,स्पेस,,,,,,,
energia,energia,ενέργεια,энергия,,energie,,energía,energia,énergie,fuinneamh,egni,energy,能量,năng lượng,エネルギー,에너지,,พลังงาน,energi,enerji,nishati,उर्जा,,,,,,,
számít,aine,ύλη,материя,,Materie,,materia,materia,matière,ábhar,mater,matter,物質,vật chất,物質,물질,,สสาร,materi,madde,jambo,पदार्थ,,,,,,,
